success,status_code,elapsed_ms,error
True,200,5.79,
True,200,5.94,
True,200,6.13,
True,200,6.20,
True,200,10.14,
True,200,5.92,
True,200,6.60,
True,200,6.95,
True,200,6.89,
True,200,15.20,
True,200,13.71,
True,200,6.95,
True,200,7.25,
True,200,7.03,
True,200,7.82,
True,200,6.15,
True,200,14.74,
True,200,7.23,
True,200,7.30,
True,200,7.63,
True,200,8.91,
True,200,7.19,
True,200,16.68,
True,200,8.51,
True,200,6.79,
True,200,6.66,
True,200,8.39,
True,200,9.80,
True,200,5.29,
True,200,9.97,
True,200,9.95,
True,200,10.08,
True,200,9.96,
True,200,9.83,
True,200,9.84,
True,200,9.75,
True,200,10.55,
True,200,10.44,
True,200,9.95,
True,200,6.91,
True,200,13.68,
True,200,13.64,
True,200,7.81,
True,200,7.46,
True,200,14.92,
True,200,6.63,
True,200,6.50,
True,200,6.58,
True,200,12.01,
True,200,8.93,
True,200,8.74,
True,200,14.96,
True,200,8.90,
True,200,9.07,
True,200,7.89,
True,200,8.61,
True,200,8.18,
True,200,6.10,
